X,Y,Z
2578.427923914918,4733.412100416608,0
2607.0476328142686,4733.391311623156,0
2635.667341906228,4733.370470265858,0
2664.287051189865,4733.349576344714,0
2692.9067606657627,4733.328629860655,0
2721.526470322511,4733.307630812749,0
2750.1461801829864,4733.286579200998,0
2778.76589023968,4733.2654750254005,0
2807.3856004879344,4733.244318285957,0
2836.005310932116,4733.22310898453,0
2864.625021570071,4733.2018471183255,0
2893.244732395746,4733.180532688275,0
2921.86444342538,4733.15916569531,0
2950.484154651582,4733.137746138498,0
2979.103866076097,4733.116274017841,0
3007.723577698169,4733.094749333337,0
3036.343289507728,4733.073172085919,0
2206.3501535442774,4702.930444322527,0
2234.9698035211186,4702.910338656977,0
2263.5894536920823,4702.890180427581,0
2292.209104051115,4702.869969633408,0
2320.828754593444,4702.849706275389,0
2349.448405322153,4702.829390353523,0
2378.068056239106,4702.809021867812,0
2406.687707331672,4702.788600817323,0
2435.3073586251703,4702.768127202988,0
2463.9270101044094,4702.747601024807,0
2492.5466617737547,4702.727022282779,0
2521.166313631111,4702.706390976906,0
2549.785965670424,4702.685707105324,0
2578.405617907876,4702.664970670827,0
2607.0252703360748,4702.644181672484,0
2635.644922956766,4702.623340109363,0
2664.264575769252,4702.602445981465,0
2692.884228773939,4702.581499289721,0
2721.503881959536,4702.560500035062,0
2750.1235353487427,4702.5394482165575,0
2778.743188934226,4702.518343832344,0
2807.362842711271,4702.497186884284,0
2835.9824966842425,4702.475977372378,0
2864.6021508509875,4702.454715296626,0
2893.2218052054523,4702.433400657028,0
2921.8414597638766,4702.412033453584,0
2950.46111451881,4702.390613684431,0
2979.0807694721734,4702.369141352363,0
3007.700424622977,4702.347616455518,0
2177.708988076658,4672.20336944703,0
2206.3285814063274,4672.183316146955,0
2234.9481749113183,4672.163210283034,0
2263.567768610432,4672.143051855266,0
2292.1873624976142,4672.12284086179,0
2320.806956568151,4672.102577304468,0
2349.42655082501,4672.0822611814365,0
2378.046145270113,4672.061892494559,0
2406.6657398908283,4672.041471242905,0
2435.2853347124765,4672.020997425541,0
2463.9049297198653,4672.000471046194,0
2492.5245249173604,4671.979892099276,0
2521.144120302866,4671.959260589443,0
2549.763715870271,4671.938576514833,0
2578.383311635873,4671.917839875445,0
2607.002907592221,4671.897050671279,0
2635.6225037410622,4671.876208903268,0
2664.2421000816976,4671.855314569548,0
2692.8616966144764,4671.834367671981,0
2721.4812933281646,4671.813368208706,0
2750.100890245521,4671.792316181585,0
2778.7204873591545,4671.771211589687,0
2807.3400846642908,4671.7500544330105,0
2835.959682165354,4671.728844711557,0
2864.579279860249,4671.707582425326,0
2893.1988777428637,4671.686267575249,0
2921.818475829379,4671.664900161326,0
2950.438074112404,4671.643480181694,0
2979.057672593859,4671.622007636353,0
3007.6772712728125,4671.600482528098,0
2177.6874721549684,4641.456240419298,0
2206.307009012148,4641.436186922714,0
2234.926546044648,4641.41608085949,0
2263.5460832712706,4641.395922232419,0
2292.1656206859043,4641.375711038709,0
2320.785158283892,4641.355447281152,0
2349.404696068319,4641.335130957887,0
2378.024234040873,4641.314762070775,0
2406.64377218904,4641.294340617023,0
2435.2633105381974,4641.273866598494,0
2463.882849073037,4641.253340015188,0
2492.502387797984,4641.232760867104,0
2521.121926710999,4641.212129153311,0
2549.7414658059133,4641.19144487381,0
2578.361005098908,4641.1707080286,0
2606.980544582708,4641.149918619543,0
2635.6000842590583,4641.129076646641,0
2664.219624127145,4641.108182106167,0
2692.839164187375,4641.087235001847,0
2721.4587044285145,4641.0662353318185,0
2750.0782448733225,4641.045183096081,0
2778.697785514407,4641.0240782964975,0
2807.3173263469944,4641.002920931205,0
2835.936867375567,4640.981711000204,0
2864.556408597855,4640.960448505357,0
2893.1759500078624,4640.939133444801,0
2921.7954916218296,4640.917765818536,0
2950.415033432364,4640.896345626563,0
2979.034575441212,4640.874872870743,0
2149.046475776471,4610.729111481458,0
2177.665955977747,4610.709110352211,0
2206.2854363617957,4610.689056657255,0
2234.9049169210484,4610.668950395659,0
2263.5243976744823,4610.648791568354,0
2292.143878615985,4610.628580176272,0
2320.763359740784,4610.6083162184805,0
2349.382841051964,4610.587999695912,0
2378.002322551387,4610.567630605772,0
2406.6218042263645,4610.547208951786,0
2435.241286102275,4610.526734730229,0
2463.860768163984,4610.506207944825,0
2492.480250415741,4610.485628593713,0
2521.099732855509,4610.464996675961,0
2549.7192154772347,4610.4443121925,0
2578.3386982970405,4610.423575144261,0
2606.958181307651,4610.402785529383,0
2635.5776645107544,4610.381943348795,0
2664.1971479055937,4610.36104860343,0
2692.816631492693,4610.340101292357,0
2721.436115260585,4610.319101414643,0
2750.0555992322043,4610.298048972152,0
2778.6750834000413,4610.276943963021,0
2807.29456775944,4610.2557863891125,0
2835.914052314707,4610.234576249495,0
2864.533537063806,4610.213313544169,0
2893.1530220006243,4610.191998273134,0
2921.772507141344,4610.170630436391,0
2950.3919924786314,4610.149210033938,0
2979.011478014232,4610.127737065777,0
2120.4055922735133,4580.001929312013,0
2149.025015817489,4579.981980551034,0
2177.6444395449944,4579.961979223415,0
2206.263863455155,4579.941925330088,0
2234.8832875405787,4579.921818871051,0
2263.502711820184,4579.901659845375,0
2292.122136287798,4579.881448253989,0
2320.741560938768,4579.861184095964,0
2349.3609857760603,4579.84086737223,0
2377.980410801654,4579.820498081856,0
2406.5998360027443,4579.8000762257725,0
2435.2192614048254,4579.779601803049,0
2463.838686992589,4579.759074813686,0
2492.458112770517,4579.738495258614,0
2521.077538736456,4579.717863137834,0
2549.696964884235,4579.697178451344,0
2578.316391230212,4579.676441196352,0
2606.935817766934,4579.655651377514,0
2635.5552444961504,4579.634808992036,0
2664.1746714171604,4579.613914039917,0
2692.794098530314,4579.592966521159,0
2721.413525824377,4579.571966437623,0
2750.03295332205,4579.550913786516,0
2778.652381016058,4579.5298085697,0
2807.2718089015107,4579.508650787175,0
2835.8912369829486,4579.48744043801,0
2864.5106652581017,4579.466177522205,0
2893.1300937210326,4579.444862041622,0
2921.749522387865,4579.423493992537,0
2950.3689512512065,4579.402073379606,0
2978.98838031292,4579.380600199103,0
2120.3841885342263,4549.254797526635,0
2149.0035556036746,4549.234848569147,0
2177.622922856652,4549.214847045019,0
2206.2422902922845,4549.194792954251,0
2234.8616579031805,4549.174686295912,0
2263.481025708257,4549.154527071863,0
2292.100393701403,4549.134315280244,0
2320.7197618777864,4549.114050922915,0
2349.339130240609,4549.093733998016,0
2377.958498791617,4549.073364506476,0
2406.577867518179,4549.052942449227,0
2435.1972364457324,4549.032467823476,0
2463.816605558968,4549.011940632016,0
2492.4359748623683,4548.991360874847,0
2521.055344353721,4548.970728550106,0
2549.674714027031,4548.950043657795,0
2578.2940838984214,4548.929306199774,0
2606.9134539606166,4548.908516176045,0
2635.532824215305,4548.887673584744,0
2664.152194661729,4548.866778425872,0
2692.7715653003543,4548.845830701292,0
2721.390936119831,4548.824830409139,0
2750.0103071429767,4548.803777551279,0
2778.6296783623984,4548.782672125846,0
2807.249049773324,4548.761514134705,0
2835.868421380117,4548.740303575993,0
2864.4877931807423,4548.719040449709,0
2893.1071651690872,4548.697724757716,0
2921.7265373613336,4548.676356500015,0
2950.3459097501477,4548.654935674742,0
2091.743474130752,4518.527561280876,0
2120.362784540688,4518.507664692588,0
2148.9820951349684,4518.487715538591,0
2177.601405912719,4518.467713816091,0
2206.220716873184,4518.447659526952,0
2234.840028008912,4518.42755267024,0
2263.4593393388204,4518.407393246889,0
2292.07865085674,4518.387181255966,0
2320.697962557955,4518.366916699335,0
2349.3172744455514,4518.3465995732695,0
2377.936586521333,4518.326229881495,0
2406.5558987727272,4518.30580762215,0
2435.175211225054,4518.2853327952325,0
2463.794523863122,4518.264805400744,0
2492.413836691296,4518.244225440547,0
2521.033149707422,4518.223592911847,0
2549.6524629055057,4518.202907816507,0
2578.271776301728,4518.182170153596,0
2606.891089888639,4518.161379924044,0
2635.5104036681587,4518.14053712599,0
2664.129717639298,4518.119641762227,0
2692.7490318026976,4518.098693830892,0
2721.3683461470064,4518.077693331987,0
2749.9876606949256,4518.0566402655095,0
2778.606975439063,4518.035534631461,0
2807.226290374761,4518.014376431704,0
2835.845605506387,4517.993165663444,0
2864.464920831728,4517.971902327612,0
2893.0842363448464,4517.950586426072,0
2921.7035520618665,4517.92921795696,0
2950.322867975396,4517.907796919346,0
